system,label,score_type,score,delta,is_better,is_significant,model,sub_model,baseline_model,baseline_score,gender,label_type,description,score_pvalue,wilcox_pvalue,n_seeds,n_subjects,n_positive,wilcox_pvalue_fdr
blood_tests_lipids,bt__non_hdl_cholesterol,pearson_r,0.16995911636097275,0.009471021449553557,True,0.0,lower_body9,activity_self_selected_gait_speed,Age_Gender_BMI_height_VAT,0.1604880949114192,male,regression,"Non-HDL cholesterol blood concentration; measures total 'bad' cholesterol (LDL, VLDL, IDL) in mg/dL; indicator of cardiovascular risk",3.889282528184678e-08,0.0244140625,10,2306,,0.0531818742945824
blood_tests_lipids,bt__total_cholesterol,pearson_r,0.2954317013351246,0.007644017630985156,True,0.0,lower_body9,activity_self_selected_gait_speed,Age_Gender_BMI_height_VAT,0.28778768370413943,female,regression,"Total cholesterol blood concentration; sum of all cholesterol types (HDL, LDL, VLDL) in mg/dL; key cardiovascular health marker",3.5027676763037435e-22,0.0966796875,10,2417,,0.2779899619807122
blood_tests_lipids,bt__hdl_cholesterol,pearson_r,0.3554690662209089,0.0010909183534281164,True,0.0,lower_body9,activity_self_selected_gait_speed,Age_Gender_BMI_height_VAT,0.3543781478674808,male,regression,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health,1.1650722954716657e-35,0.3125,10,2397,,0.5788147792706334
blood_tests_lipids,bt__hdl_cholesterol,pearson_r,0.523769241613205,-0.00553001783595064,False,0.0,lower_body9,activity_self_selected_gait_speed,Age_Gender_BMI_height_VAT,0.5292992594491557,all,regression,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health,1.1572393914363698e-165,0.9990234375,10,2397,,1.0
blood_tests_lipids,bt__hdl_cholesterol,pearson_r,0.3331126382220543,-0.008597433768956497,False,0.0,lower_body9,activity_self_selected_gait_speed,Age_Gender_BMI_height_VAT,0.3417100719910108,female,regression,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health,9.27357073240618e-31,0.9970703125,10,2397,,1.0
blood_tests_lipids,bt__total_cholesterol,pearson_r,0.10043976307167198,0.05591746188975491,True,1.0,lower_body9,activity_sit_to_stand,Age_Gender_BMI_height_VAT,0.044522301181917065,male,regression,"Total cholesterol blood concentration; sum of all cholesterol types (HDL, LDL, VLDL) in mg/dL; key cardiovascular health marker",0.0012772718251237425,0.0009765625,10,2528,,0.004322856938073395
blood_tests_lipids,bt__non_hdl_cholesterol,pearson_r,0.28601698331874126,0.03667543438094517,True,1.0,lower_body9,activity_sit_to_stand,Age_Gender_BMI_height_VAT,0.2493415489377961,all,regression,"Non-HDL cholesterol blood concentration; measures total 'bad' cholesterol (LDL, VLDL, IDL) in mg/dL; indicator of cardiovascular risk",1.979254333049598e-43,0.0009765625,10,2411,,0.007458784448818897
blood_tests_lipids,bt__total_cholesterol,pearson_r,0.25788676593484006,0.030309553965999936,True,1.0,lower_body9,activity_sit_to_stand,Age_Gender_BMI_height_VAT,0.22757721196884012,all,regression,"Total cholesterol blood concentration; sum of all cholesterol types (HDL, LDL, VLDL) in mg/dL; key cardiovascular health marker",2.5064306342785702e-36,0.0009765625,10,2528,,0.007458784448818897
blood_tests_lipids,bt__non_hdl_cholesterol,pearson_r,0.3664844253776283,0.02654671641407469,True,1.0,lower_body9,activity_sit_to_stand,Age_Gender_BMI_height_VAT,0.33993770896355363,female,regression,"Non-HDL cholesterol blood concentration; measures total 'bad' cholesterol (LDL, VLDL, IDL) in mg/dL; indicator of cardiovascular risk",1.8751004922663586e-38,0.0009765625,10,2411,,0.007114955357142856
blood_tests_lipids,bt__non_hdl_cholesterol,pearson_r,0.18252594346644044,0.02203784855502125,True,1.0,lower_body9,activity_sit_to_stand,Age_Gender_BMI_height_VAT,0.1604880949114192,male,regression,"Non-HDL cholesterol blood concentration; measures total 'bad' cholesterol (LDL, VLDL, IDL) in mg/dL; indicator of cardiovascular risk",3.776571675835752e-09,0.0009765625,10,2411,,0.004322856938073395
blood_tests_lipids,bt__total_cholesterol,pearson_r,0.3084642977385578,0.020676614034418395,True,1.0,lower_body9,activity_sit_to_stand,Age_Gender_BMI_height_VAT,0.28778768370413943,female,regression,"Total cholesterol blood concentration; sum of all cholesterol types (HDL, LDL, VLDL) in mg/dL; key cardiovascular health marker",1.8845794160114787e-28,0.0009765625,10,2528,,0.007114955357142856
blood_tests_lipids,bt__hdl_cholesterol,pearson_r,0.3697415603005204,0.015363412433039625,True,1.0,lower_body9,activity_sit_to_stand,Age_Gender_BMI_height_VAT,0.3543781478674808,male,regression,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health,2.961178840238318e-40,0.0009765625,10,2507,,0.004322856938073395
blood_tests_lipids,bt__triglycerides,pearson_r,0.40434645421397414,0.015335391545008181,True,1.0,lower_body9,activity_sit_to_stand,Age_Gender_BMI_height_VAT,0.38901106266896596,male,regression,"Triglyceride blood concentration; measures fatty acids in blood (mg/dL), a key lipid panel component indicating metabolic health",1.5155508802643136e-49,0.0009765625,10,2532,,0.004322856938073395
blood_tests_lipids,bt__hdl_cholesterol,pearson_r,0.5220617825220675,-0.0072374769270882044,False,0.0,lower_body9,activity_sit_to_stand,Age_Gender_BMI_height_VAT,0.5292992594491557,all,regression,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health,5.236542065586431e-173,1.0,10,2507,,1.0
blood_tests_lipids,bt__triglycerides,pearson_r,0.39266291630467276,-0.016668110360778587,False,0.0,lower_body9,activity_sit_to_stand,Age_Gender_BMI_height_VAT,0.40933102666545135,all,regression,"Triglyceride blood concentration; measures fatty acids in blood (mg/dL), a key lipid panel component indicating metabolic health",7.181841738392071e-87,1.0,10,2532,,1.0
blood_tests_lipids,bt__hdl_cholesterol,pearson_r,0.315554007965245,-0.026156064025765757,False,0.0,lower_body9,activity_sit_to_stand,Age_Gender_BMI_height_VAT,0.3417100719910108,female,regression,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health,5.405070002888765e-30,1.0,10,2507,,1.0
blood_tests_lipids,bt__triglycerides,pearson_r,0.3334120992972268,-0.06454255559785049,False,0.0,lower_body9,activity_sit_to_stand,Age_Gender_BMI_height_VAT,0.3979546548950773,female,regression,"Triglyceride blood concentration; measures fatty acids in blood (mg/dL), a key lipid panel component indicating metabolic health",9.845951246102852e-30,1.0,10,2532,,1.0
blood_tests_lipids,bt__non_hdl_cholesterol,pearson_r,0.3049854539753224,0.05564390503752631,True,1.0,lower_body9,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.2493415489377961,all,regression,"Non-HDL cholesterol blood concentration; measures total 'bad' cholesterol (LDL, VLDL, IDL) in mg/dL; indicator of cardiovascular risk",2.8127005088822015e-48,0.0009765625,10,2408,,0.0037293922244094487
blood_tests_lipids,bt__non_hdl_cholesterol,pearson_r,0.21172080031120646,0.051232705399787276,True,1.0,lower_body9,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.1604880949114192,male,regression,"Non-HDL cholesterol blood concentration; measures total 'bad' cholesterol (LDL, VLDL, IDL) in mg/dL; indicator of cardiovascular risk",8.911819335997002e-12,0.0009765625,10,2408,,0.0029916914682539685
blood_tests_lipids,bt__total_cholesterol,pearson_r,0.08782202925055986,0.043299728068642795,True,1.0,lower_body9,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.044522301181917065,male,regression,"Total cholesterol blood concentration; sum of all cholesterol types (HDL, LDL, VLDL) in mg/dL; key cardiovascular health marker",0.004533363344023973,0.0009765625,10,2525,,0.0029916914682539685
blood_tests_lipids,bt__non_hdl_cholesterol,pearson_r,0.37849041411685314,0.038552705153299505,True,1.0,lower_body9,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.33993770896355363,female,regression,"Non-HDL cholesterol blood concentration; measures total 'bad' cholesterol (LDL, VLDL, IDL) in mg/dL; indicator of cardiovascular risk",2.410136095950123e-40,0.0009765625,10,2408,,0.004360779089861751
blood_tests_lipids,bt__total_cholesterol,pearson_r,0.3200970963459834,0.03230941264184395,True,1.0,lower_body9,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.28778768370413943,female,regression,"Total cholesterol blood concentration; sum of all cholesterol types (HDL, LDL, VLDL) in mg/dL; key cardiovascular health marker",2.5150831918355768e-30,0.0009765625,10,2525,,0.004360779089861751
blood_tests_lipids,bt__total_cholesterol,pearson_r,0.2598477556463939,0.032270543677553776,True,1.0,lower_body9,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.22757721196884012,all,regression,"Total cholesterol blood concentration; sum of all cholesterol types (HDL, LDL, VLDL) in mg/dL; key cardiovascular health marker",9.066787808734947e-38,0.0009765625,10,2525,,0.0037293922244094487
blood_tests_lipids,bt__triglycerides,pearson_r,0.4041642026015933,0.015153139932627346,True,1.0,lower_body9,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.38901106266896596,male,regression,"Triglyceride blood concentration; measures fatty acids in blood (mg/dL), a key lipid panel component indicating metabolic health",2.1977846804446666e-49,0.0009765625,10,2529,,0.0029916914682539685
blood_tests_lipids,bt__hdl_cholesterol,pearson_r,0.3602413720214027,0.005863224153921931,True,1.0,lower_body9,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.3543781478674808,male,regression,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health,3.0153542375140083e-38,0.001953125,10,2504,,0.005324196680790961
blood_tests_lipids,bt__hdl_cholesterol,pearson_r,0.5189662087316795,-0.010333050717476144,False,0.0,lower_body9,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.5292992594491557,all,regression,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health,7.553194313609406e-169,1.0,10,2504,,1.0
blood_tests_lipids,bt__triglycerides,pearson_r,0.3981648644407444,-0.011166162224706955,False,0.0,lower_body9,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.40933102666545135,all,regression,"Triglyceride blood concentration; measures fatty acids in blood (mg/dL), a key lipid panel component indicating metabolic health",4.232850596498637e-91,0.9970703125,10,2529,,1.0
blood_tests_lipids,bt__hdl_cholesterol,pearson_r,0.3110955784037263,-0.030614493587284464,False,0.0,lower_body9,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.3417100719910108,female,regression,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health,2.059644662198315e-28,1.0,10,2504,,1.0
blood_tests_lipids,bt__triglycerides,pearson_r,0.347254520051511,-0.050700134843566336,False,0.0,lower_body9,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.3979546548950773,female,regression,"Triglyceride blood concentration; measures fatty acids in blood (mg/dL), a key lipid panel component indicating metabolic health",6.245668010644296e-32,1.0,10,2529,,1.0
blood_tests_lipids,bt__total_cholesterol,pearson_r,0.1005624421402233,0.05604014095830623,True,1.0,lower_body9,activity_tm_3kmh,Age_Gender_BMI_height_VAT,0.044522301181917065,male,regression,"Total cholesterol blood concentration; sum of all cholesterol types (HDL, LDL, VLDL) in mg/dL; key cardiovascular health marker",0.0017899062238821539,0.0009765625,10,2360,,0.002632354224860335
blood_tests_lipids,bt__non_hdl_cholesterol,pearson_r,0.29216537395720177,0.04282382501940568,True,1.0,lower_body9,activity_tm_3kmh,Age_Gender_BMI_height_VAT,0.2493415489377961,all,regression,"Non-HDL cholesterol blood concentration; measures total 'bad' cholesterol (LDL, VLDL, IDL) in mg/dL; indicator of cardiovascular risk",4.4734951079972574e-41,0.0009765625,10,2251,,0.0032110699152542374
blood_tests_lipids,bt__non_hdl_cholesterol,pearson_r,0.3739190628169171,0.03398135385336348,True,1.0,lower_body9,activity_tm_3kmh,Age_Gender_BMI_height_VAT,0.33993770896355363,female,regression,"Non-HDL cholesterol blood concentration; measures total 'bad' cholesterol (LDL, VLDL, IDL) in mg/dL; indicator of cardiovascular risk",1.932187697017553e-36,0.0009765625,10,2251,,0.0034662603021978025
blood_tests_lipids,bt__non_hdl_cholesterol,pearson_r,0.19287862297434147,0.03239052806292228,True,1.0,lower_body9,activity_tm_3kmh,Age_Gender_BMI_height_VAT,0.1604880949114192,male,regression,"Non-HDL cholesterol blood concentration; measures total 'bad' cholesterol (LDL, VLDL, IDL) in mg/dL; indicator of cardiovascular risk",1.2911616402148223e-09,0.0009765625,10,2251,,0.002632354224860335
blood_tests_lipids,bt__total_cholesterol,pearson_r,0.25456221271617346,0.026985000747333343,True,1.0,lower_body9,activity_tm_3kmh,Age_Gender_BMI_height_VAT,0.22757721196884012,all,regression,"Total cholesterol blood concentration; sum of all cholesterol types (HDL, LDL, VLDL) in mg/dL; key cardiovascular health marker",5.911689543637821e-35,0.0009765625,10,2360,,0.0032110699152542374
blood_tests_lipids,bt__total_cholesterol,pearson_r,0.31243711805548924,0.024649434351349808,True,1.0,lower_body9,activity_tm_3kmh,Age_Gender_BMI_height_VAT,0.28778768370413943,female,regression,"Total cholesterol blood concentration; sum of all cholesterol types (HDL, LDL, VLDL) in mg/dL; key cardiovascular health marker",6.271731809791913e-26,0.0009765625,10,2360,,0.0034662603021978025
blood_tests_lipids,bt__triglycerides,pearson_r,0.4135345511182325,0.015579896223155199,True,1.0,lower_body9,activity_tm_3kmh,Age_Gender_BMI_height_VAT,0.3979546548950773,female,regression,"Triglyceride blood concentration; measures fatty acids in blood (mg/dL), a key lipid panel component indicating metabolic health",6.445572409201104e-49,0.0009765625,10,2364,,0.0034662603021978025
blood_tests_lipids,bt__triglycerides,pearson_r,0.42220303113906077,0.012872004473609422,True,1.0,lower_body9,activity_tm_3kmh,Age_Gender_BMI_height_VAT,0.40933102666545135,all,regression,"Triglyceride blood concentration; measures fatty acids in blood (mg/dL), a key lipid panel component indicating metabolic health",1.0524244350349073e-100,0.0009765625,10,2364,,0.0032110699152542374
blood_tests_lipids,bt__triglycerides,pearson_r,0.39937981898648534,0.010368756317519379,True,1.0,lower_body9,activity_tm_3kmh,Age_Gender_BMI_height_VAT,0.38901106266896596,male,regression,"Triglyceride blood concentration; measures fatty acids in blood (mg/dL), a key lipid panel component indicating metabolic health",1.2693074472341372e-45,0.0009765625,10,2364,,0.002632354224860335
blood_tests_lipids,bt__hdl_cholesterol,pearson_r,0.356449173631675,0.002071025764194212,True,0.0,lower_body9,activity_tm_3kmh,Age_Gender_BMI_height_VAT,0.3543781478674808,male,regression,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health,1.536063149587949e-35,0.0966796875,10,2341,,0.1836533433809055
blood_tests_lipids,bt__hdl_cholesterol,pearson_r,0.340107538429473,-0.0016025335615377778,False,0.0,lower_body9,activity_tm_3kmh,Age_Gender_BMI_height_VAT,0.3417100719910108,female,regression,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health,2.809646045359135e-31,0.615234375,10,2341,,1.0
blood_tests_lipids,bt__hdl_cholesterol,pearson_r,0.5258924025595582,-0.0034068568895975204,False,0.0,lower_body9,activity_tm_3kmh,Age_Gender_BMI_height_VAT,0.5292992594491557,all,regression,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health,3.453156766177996e-163,0.9990234375,10,2341,,1.0
blood_tests_lipids,bt__total_cholesterol,pearson_r,0.11660093191564173,0.07207863073372467,True,1.0,lower_body9,ensemble,Age_Gender_BMI_height_VAT,0.044522301181917065,male,regression,"Total cholesterol blood concentration; sum of all cholesterol types (HDL, LDL, VLDL) in mg/dL; key cardiovascular health marker",0.00020134452267158188,0.0009765625,10,2533,,0.0017581768889925373
blood_tests_lipids,bt__non_hdl_cholesterol,pearson_r,0.31089779748369983,0.06155624854590375,True,1.0,lower_body9,ensemble,Age_Gender_BMI_height_VAT,0.2493415489377961,all,regression,"Non-HDL cholesterol blood concentration; measures total 'bad' cholesterol (LDL, VLDL, IDL) in mg/dL; indicator of cardiovascular risk",2.993211473118287e-53,0.0009765625,10,2416,,0.002019756130063966
blood_tests_lipids,bt__non_hdl_cholesterol,pearson_r,0.21342357376792548,0.05293547885650629,True,1.0,lower_body9,ensemble,Age_Gender_BMI_height_VAT,0.1604880949114192,male,regression,"Non-HDL cholesterol blood concentration; measures total 'bad' cholesterol (LDL, VLDL, IDL) in mg/dL; indicator of cardiovascular risk",1.6953430922840767e-12,0.0009765625,10,2416,,0.0017581768889925373
blood_tests_lipids,bt__total_cholesterol,pearson_r,0.2798463078898843,0.05226909592104417,True,1.0,lower_body9,ensemble,Age_Gender_BMI_height_VAT,0.22757721196884012,all,regression,"Total cholesterol blood concentration; sum of all cholesterol types (HDL, LDL, VLDL) in mg/dL; key cardiovascular health marker",5.400637281637479e-45,0.0009765625,10,2533,,0.002019756130063966
blood_tests_lipids,bt__non_hdl_cholesterol,pearson_r,0.3855417272371541,0.045604018273600444,True,1.0,lower_body9,ensemble,Age_Gender_BMI_height_VAT,0.33993770896355363,female,regression,"Non-HDL cholesterol blood concentration; measures total 'bad' cholesterol (LDL, VLDL, IDL) in mg/dL; indicator of cardiovascular risk",8.319058054367825e-44,0.0009765625,10,2416,,0.002210955753504673
blood_tests_lipids,bt__total_cholesterol,pearson_r,0.33006001919687067,0.04227233549273124,True,1.0,lower_body9,ensemble,Age_Gender_BMI_height_VAT,0.28778768370413943,female,regression,"Total cholesterol blood concentration; sum of all cholesterol types (HDL, LDL, VLDL) in mg/dL; key cardiovascular health marker",1.613875064634034e-32,0.0009765625,10,2533,,0.002210955753504673
blood_tests_lipids,bt__hdl_cholesterol,pearson_r,0.38072605248192615,0.02634790461444536,True,1.0,lower_body9,ensemble,Age_Gender_BMI_height_VAT,0.3543781478674808,male,regression,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health,3.363504630486039e-43,0.0009765625,10,2512,,0.0017581768889925373
blood_tests_lipids,bt__triglycerides,pearson_r,0.41389836502365496,0.024887302354689,True,1.0,lower_body9,ensemble,Age_Gender_BMI_height_VAT,0.38901106266896596,male,regression,"Triglyceride blood concentration; measures fatty acids in blood (mg/dL), a key lipid panel component indicating metabolic health",1.6130861578709326e-52,0.0009765625,10,2537,,0.0017581768889925373
blood_tests_lipids,bt__triglycerides,pearson_r,0.4282409796898083,0.01890995302435694,True,1.0,lower_body9,ensemble,Age_Gender_BMI_height_VAT,0.40933102666545135,all,regression,"Triglyceride blood concentration; measures fatty acids in blood (mg/dL), a key lipid panel component indicating metabolic health",2.2721029531702944e-111,0.0009765625,10,2537,,0.002019756130063966
blood_tests_lipids,bt__hdl_cholesterol,pearson_r,0.3597795046379402,0.018069432646929395,True,1.0,lower_body9,ensemble,Age_Gender_BMI_height_VAT,0.3417100719910108,female,regression,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health,2.6697655872643073e-38,0.0009765625,10,2512,,0.002210955753504673
blood_tests_lipids,bt__triglycerides,pearson_r,0.4114574029445512,0.013502748049473878,True,1.0,lower_body9,ensemble,Age_Gender_BMI_height_VAT,0.3979546548950773,female,regression,"Triglyceride blood concentration; measures fatty acids in blood (mg/dL), a key lipid panel component indicating metabolic health",2.1956500098786974e-51,0.0009765625,10,2537,,0.002210955753504673
blood_tests_lipids,bt__hdl_cholesterol,pearson_r,0.5401665817846398,0.010867322335484153,True,1.0,lower_body9,ensemble,Age_Gender_BMI_height_VAT,0.5292992594491557,all,regression,HDL cholesterol blood concentration ('good' cholesterol) in mg/dL; protective factor for cardiovascular health,9.892242709087739e-188,0.0009765625,10,2512,,0.002019756130063966
blood_tests_lipids,bt__total_cholesterol,pearson_r,0.08818883281856822,0.04366653163665116,True,1.0,lower_body9,lower_body9_main,Age_Gender_BMI_height_VAT,0.044522301181917065,male,regression,"Total cholesterol blood concentration; sum of all cholesterol types (HDL, LDL, VLDL) in mg/dL; key cardiovascular health marker",2.1894445082826288e-17,0.0009765625,10,2470,,0.0031412760416666668
blood_tests_lipids,bt__non_hdl_cholesterol,pearson_r,0.28144874985485807,0.032107200917061984,True,1.0,lower_body9,lower_body9_main,Age_Gender_BMI_height_VAT,0.2493415489377961,all,regression,"Non-HDL cholesterol blood concentration; measures total 'bad' cholesterol (LDL, VLDL, IDL) in mg/dL; indicator of cardiovascular risk",0.0,0.0009765625,10,2357,,0.00459837682038835
blood_tests_lipids,bt__non_hdl_cholesterol,pearson_r,0.3621365588161599,0.022198849852606284,True,1.0,lower_body9,lower_body9_main,Age_Gender_BMI_height_VAT,0.33993770896355363,female,regression,"Non-HDL cholesterol blood concentration; measures total 'bad' cholesterol (LDL, VLDL, IDL) in mg/dL; indicator of cardiovascular risk",0.0,0.0009765625,10,2357,,0.004484782286729858
